brd	smi	cid	dataset
BRD-K43438744	COc1cccc(c1)S(=O)(=O)Nc1ccc2OC[C@H]3O[C@@H](CC(=O)Nc4ccc(cc4)C(C)C)CC[C@@H]3N(C)C(=O)c2c1	CID:54654080	phase I
BRD-K16954564	CCCNC(=O)Nc1ccc2OC[C@H]3O[C@@H](CC(=O)Nc4ccccc4C)CC[C@@H]3N(C)C(=O)c2c1	CID:54654081	phase I
BRD-K39398102	CN1[C@H]2CC[C@@H](CC(=O)N3CCCCC3)O[C@H]2COc2ccc(NC(=O)c3cccs3)cc2C1=O	CID:54654082	phase I
BRD-K89087272	CN1[C@H]2CC[C@H](CC(=O)N3CCCCC3)O[C@H]2COc2ccc(NC(=O)c3cccs3)cc2C1=O	CID:54654083	phase I
BRD-K39363780	CN1[C@H]2CC[C@@H](CC(=O)N3CCCCC3)O[C@@H]2COc2ccc(NC(=O)c3cccs3)cc2C1=O	CID:54654084	phase I
BRD-K29110787	CN1[C@@H]2CC[C@H](CC(=O)N3CCCCC3)O[C@H]2COc2ccc(NC(=O)c3cccs3)cc2C1=O	CID:54654085	phase I
BRD-K21082546	CN1[C@@H]2CC[C@H](CC(=O)N3CCCCC3)O[C@@H]2COc2ccc(NC(=O)c3cccs3)cc2C1=O	CID:54654086	phase I
BRD-K14487375	CN1[C@@H]2CC[C@@H](CC(=O)N3CCCCC3)O[C@@H]2COc2ccc(NC(=O)c3cccs3)cc2C1=O	CID:54654087	phase I
BRD-K78853683	CN1[C@@H]2CC[C@@H](CC(=O)N3CCCCC3)O[C@H]2COc2ccc(NC(=O)c3cccs3)cc2C1=O	CID:54654088	phase I
BRD-K76885481	CN1[C@H]2CC[C@H](CC(=O)N3CCCCC3)O[C@@H]2COc2ccc(NC(=O)c3cccs3)cc2C1=O	CID:54654089	phase I
BRD-K09861842	COCCNC(=O)C[C@@H]1CC[C@@H]2[C@H](COc3ccc(NC(=O)Cc4ccccc4)cc3C(=O)N2C)O1	CID:54654090	phase I
BRD-K35995122	COCCNC(=O)C[C@@H]1CC[C@@H]2[C@@H](COc3ccc(NC(=O)Cc4ccccc4)cc3C(=O)N2C)O1	CID:54654091	phase I
BRD-K48431409	COCCNC(=O)C[C@@H]1CC[C@H]2[C@@H](COc3ccc(NC(=O)Cc4ccccc4)cc3C(=O)N2C)O1	CID:54654092	phase I
BRD-K23728767	COCCNC(=O)C[C@@H]1CC[C@H]2[C@H](COc3ccc(NC(=O)Cc4ccccc4)cc3C(=O)N2C)O1	CID:54654093	phase I
BRD-K83426260	COCCNC(=O)C[C@H]1CC[C@@H]2[C@@H](COc3ccc(NC(=O)Cc4ccccc4)cc3C(=O)N2C)O1	CID:54654094	phase I
BRD-K81674214	COCCNC(=O)C[C@H]1CC[C@@H]2[C@H](COc3ccc(NC(=O)Cc4ccccc4)cc3C(=O)N2C)O1	CID:54654095	phase I
BRD-K32735617	COCCNC(=O)C[C@H]1CC[C@H]2[C@H](COc3ccc(NC(=O)Cc4ccccc4)cc3C(=O)N2C)O1	CID:54654096	phase I
BRD-K36446300	COCCNC(=O)C[C@H]1CC[C@H]2[C@@H](COc3ccc(NC(=O)Cc4ccccc4)cc3C(=O)N2C)O1	CID:54654097	phase I
BRD-K29674378	COc1ccc(CNC(=O)C[C@@H]2CC[C@H]3[C@H](COc4ccc(NC(=O)C(C)C)cc4C(=O)N3C)O2)cc1	CID:54654098	phase I
BRD-K90410459	COc1ccc(CNC(=O)C[C@H]2CC[C@@H]3[C@H](COc4ccc(NC(=O)C(C)C)cc4C(=O)N3C)O2)cc1	CID:54654099	phase I
BRD-K12511144	COc1ccc(CNC(=O)C[C@@H]2CC[C@@H]3[C@@H](COc4ccc(NC(=O)C(C)C)cc4C(=O)N3C)O2)cc1	CID:54654100	phase I
BRD-K38955087	COc1ccc(CNC(=O)C[C@@H]2CC[C@@H]3[C@H](COc4ccc(NC(=O)C(C)C)cc4C(=O)N3C)O2)cc1	CID:54654101	phase I
BRD-K57640948	COc1ccc(CNC(=O)C[C@H]2CC[C@H]3[C@H](COc4ccc(NC(=O)C(C)C)cc4C(=O)N3C)O2)cc1	CID:54654102	phase I
BRD-K83726357	COc1ccc(CNC(=O)C[C@H]2CC[C@H]3[C@@H](COc4ccc(NC(=O)C(C)C)cc4C(=O)N3C)O2)cc1	CID:54654103	phase I
BRD-K71045429	COc1ccc(CNC(=O)C[C@H]2CC[C@@H]3[C@@H](COc4ccc(NC(=O)C(C)C)cc4C(=O)N3C)O2)cc1	CID:54654104	phase I
BRD-K50791850	COc1ccc(CNC(=O)C[C@@H]2CC[C@H]3[C@@H](COc4ccc(NC(=O)C(C)C)cc4C(=O)N3C)O2)cc1	CID:54654105	phase I
BRD-K57851810	CN1[C@@H]2CC[C@H](CC(=O)NCc3ccccc3F)O[C@H]2COc2ccc(NC(=O)C3CCCCC3)cc2C1=O	CID:54654106	phase I
BRD-K14030662	CN1[C@H]2CC[C@H](CC(=O)NCc3ccccc3F)O[C@@H]2COc2ccc(NC(=O)C3CCCCC3)cc2C1=O	CID:54654107	phase I
BRD-K70117295	CN1[C@@H]2CC[C@H](CC(=O)NCc3ccccc3F)O[C@@H]2COc2ccc(NC(=O)C3CCCCC3)cc2C1=O	CID:54654108	phase I
BRD-K11627226	CN1[C@H]2CC[C@H](CC(=O)NCc3ccccc3F)O[C@H]2COc2ccc(NC(=O)C3CCCCC3)cc2C1=O	CID:54654109	phase I
BRD-K39066612	CN1[C@H]2CC[C@@H](CC(=O)NCc3ccccc3F)O[C@H]2COc2ccc(NC(=O)C3CCCCC3)cc2C1=O	CID:54654110	phase I
BRD-K32388810	CN1[C@@H]2CC[C@@H](CC(=O)NCc3ccccc3F)O[C@H]2COc2ccc(NC(=O)C3CCCCC3)cc2C1=O	CID:54654111	phase I
BRD-K16980601	CN1[C@@H]2CC[C@@H](CC(=O)NCc3ccccc3F)O[C@@H]2COc2ccc(NC(=O)C3CCCCC3)cc2C1=O	CID:54654112	phase I
BRD-K92434936	CN1[C@H]2CC[C@@H](CC(=O)NCc3ccccc3F)O[C@@H]2COc2ccc(NC(=O)C3CCCCC3)cc2C1=O	CID:54654113	phase I
BRD-K51908245	CCCC(=O)Nc1ccc2OC[C@H]3O[C@H](CC(=O)NCc4cccc(F)c4)CC[C@@H]3N(C)C(=O)c2c1	CID:54654114	phase I
BRD-K95269843	CCCC(=O)Nc1ccc2OC[C@@H]3O[C@H](CC(=O)NCc4cccc(F)c4)CC[C@@H]3N(C)C(=O)c2c1	CID:54654115	phase I
BRD-K97614198	CCCC(=O)Nc1ccc2OC[C@@H]3O[C@@H](CC(=O)NCc4cccc(F)c4)CC[C@@H]3N(C)C(=O)c2c1	CID:54654116	phase I
BRD-K95352880	CCCC(=O)Nc1ccc2OC[C@@H]3O[C@@H](CC(=O)NCc4cccc(F)c4)CC[C@H]3N(C)C(=O)c2c1	CID:54654117	phase I
BRD-K47943934	CCCC(=O)Nc1ccc2OC[C@H]3O[C@H](CC(=O)NCc4cccc(F)c4)CC[C@H]3N(C)C(=O)c2c1	CID:54654118	phase I
BRD-K91377183	CCCC(=O)Nc1ccc2OC[C@H]3O[C@@H](CC(=O)NCc4cccc(F)c4)CC[C@H]3N(C)C(=O)c2c1	CID:54654119	phase I
BRD-K34929727	CCCC(=O)Nc1ccc2OC[C@@H]3O[C@H](CC(=O)NCc4cccc(F)c4)CC[C@H]3N(C)C(=O)c2c1	CID:54654120	phase I
BRD-K81706693	CCCC(=O)Nc1ccc2OC[C@H]3O[C@@H](CC(=O)NCc4cccc(F)c4)CC[C@@H]3N(C)C(=O)c2c1	CID:54654121	phase I
BRD-K01800462	COCC(=O)Nc1ccc2OC[C@H]3O[C@@H](CC(=O)Nc4ccc(F)cc4)CC[C@@H]3N(C)C(=O)c2c1	CID:54654122	phase I
BRD-K87252271	CN1[C@H]2CC[C@@H](CC(=O)NCCc3ccncc3)O[C@H]2COc2ccc(NS(=O)(=O)c3ccc(C)cc3)cc2C1=O	CID:54654123	phase I
BRD-K83365001	CN1[C@H]2CC[C@H](CC(=O)NCCc3ccncc3)O[C@H]2COc2ccc(NS(=O)(=O)c3ccc(C)cc3)cc2C1=O	CID:54654124	phase I
BRD-K32784186	CN1[C@@H]2CC[C@@H](CC(=O)NCCc3ccncc3)O[C@H]2COc2ccc(NS(=O)(=O)c3ccc(C)cc3)cc2C1=O	CID:54654125	phase I
BRD-K87492806	CN1[C@@H]2CC[C@@H](CC(=O)NCCc3ccncc3)O[C@@H]2COc2ccc(NS(=O)(=O)c3ccc(C)cc3)cc2C1=O	CID:54654126	phase I
BRD-K88901529	CN1[C@H]2CC[C@@H](CC(=O)NCCc3ccncc3)O[C@@H]2COc2ccc(NS(=O)(=O)c3ccc(C)cc3)cc2C1=O	CID:54654127	phase I
BRD-K72324716	CN1[C@@H]2CC[C@H](CC(=O)NCCc3ccncc3)O[C@H]2COc2ccc(NS(=O)(=O)c3ccc(C)cc3)cc2C1=O	CID:54654128	phase I
BRD-K34604832	CN1[C@@H]2CC[C@H](CC(=O)NCCc3ccncc3)O[C@@H]2COc2ccc(NS(=O)(=O)c3ccc(C)cc3)cc2C1=O	CID:54654129	phase I
BRD-K68655663	CN1[C@H]2CC[C@H](CC(=O)NCC3CC3)O[C@H]2COc2ccc(NC(=O)NC3CCCC3)cc2C1=O	CID:54654130	phase I
BRD-K43842808	CN1[C@H]2CC[C@@H](CC(=O)NCC3CC3)O[C@@H]2COc2ccc(NC(=O)NC3CCCC3)cc2C1=O	CID:54654131	phase I
BRD-K81873565	CN1[C@@H]2CC[C@H](CC(=O)NCC3CC3)O[C@@H]2COc2ccc(NC(=O)NC3CCCC3)cc2C1=O	CID:54654132	phase I
BRD-K55362990	CN1[C@@H]2CC[C@@H](CC(=O)NCC3CC3)O[C@H]2COc2ccc(NC(=O)NC3CCCC3)cc2C1=O	CID:54654133	phase I
BRD-K14417684	CN1[C@H]2CC[C@@H](CC(=O)NCC3CC3)O[C@H]2COc2ccc(NC(=O)NC3CCCC3)cc2C1=O	CID:54654134	phase I
BRD-K89347234	CN1[C@@H]2CC[C@@H](CC(=O)NCC3CC3)O[C@@H]2COc2ccc(NC(=O)NC3CCCC3)cc2C1=O	CID:54654135	phase I
BRD-K19520352	CN1[C@@H]2CC[C@H](CC(=O)NCC3CC3)O[C@H]2COc2ccc(NC(=O)NC3CCCC3)cc2C1=O	CID:54654136	phase I
BRD-K43931839	CN1[C@H]2CC[C@H](CC(=O)Nc3ccc4CCCCc4c3)O[C@@H]2COc2ccc(NC(=O)Nc3c(C)noc3C)cc2C1=O	CID:54654137	phase I
BRD-K62993927	CN1[C@@H]2CC[C@@H](CC(=O)NCCN3CCCCC3)O[C@H]2COc2ccc(NS(=O)(=O)c3cccc(F)c3)cc2C1=O	CID:54654138	phase I
BRD-K79116978	CN1[C@H]2CC[C@@H](CC(=O)NCCN3CCCCC3)O[C@H]2COc2ccc(NS(=O)(=O)c3cccc(F)c3)cc2C1=O	CID:54654139	phase I
BRD-K64544620	CN1[C@@H]2CC[C@H](CC(=O)NCCN3CCCCC3)O[C@H]2COc2ccc(NS(=O)(=O)c3cccc(F)c3)cc2C1=O	CID:54654140	phase I
BRD-K90679612	CN1[C@@H]2CC[C@H](CC(=O)NCCN3CCCCC3)O[C@@H]2COc2ccc(NS(=O)(=O)c3cccc(F)c3)cc2C1=O	CID:54654141	phase I
BRD-K92924609	CN1[C@H]2CC[C@H](CC(=O)NCCN3CCCCC3)O[C@H]2COc2ccc(NS(=O)(=O)c3cccc(F)c3)cc2C1=O	CID:54654142	phase I
BRD-K13667629	CN1[C@@H]2CC[C@@H](CC(=O)NCCN3CCCCC3)O[C@@H]2COc2ccc(NS(=O)(=O)c3cccc(F)c3)cc2C1=O	CID:54654143	phase I
BRD-K61045941	CN1[C@H]2CC[C@@H](CC(=O)NCCN3CCCCC3)O[C@@H]2COc2ccc(NS(=O)(=O)c3cccc(F)c3)cc2C1=O	CID:54654144	phase I
BRD-K85779012	CN1[C@H]2CC[C@H](CC(=O)NCCN3CCCCC3)O[C@@H]2COc2ccc(NS(=O)(=O)c3cccc(F)c3)cc2C1=O	CID:54654145	phase I
BRD-K97029281	CC(C)c1cccc(NC(=O)C[C@H]2CC[C@H]3[C@@H](COc4ccc(NS(=O)(=O)c5ccccc5Cl)cc4C(=O)N3C)O2)c1	CID:54654146	phase I
BRD-K49988102	CCCNC(=O)C[C@H]1CC[C@@H]2[C@@H](COc3ccc(NC(=O)c4ccc5OCOc5c4)cc3C(=O)N2C)O1	CID:54654147	phase I
BRD-K95033227	CCCNC(=O)C[C@H]1CC[C@@H]2[C@H](COc3ccc(NC(=O)c4ccc5OCOc5c4)cc3C(=O)N2C)O1	CID:54654148	phase I
BRD-K34038660	CCCNC(=O)C[C@@H]1CC[C@H]2[C@H](COc3ccc(NC(=O)c4ccc5OCOc5c4)cc3C(=O)N2C)O1	CID:54654149	phase I
BRD-K43481697	CCCNC(=O)C[C@@H]1CC[C@@H]2[C@@H](COc3ccc(NC(=O)c4ccc5OCOc5c4)cc3C(=O)N2C)O1	CID:54654150	phase I
BRD-K85388022	CCCNC(=O)C[C@@H]1CC[C@@H]2[C@H](COc3ccc(NC(=O)c4ccc5OCOc5c4)cc3C(=O)N2C)O1	CID:54654151	phase I
BRD-K88003242	CCCNC(=O)C[C@H]1CC[C@H]2[C@H](COc3ccc(NC(=O)c4ccc5OCOc5c4)cc3C(=O)N2C)O1	CID:54654152	phase I
BRD-K38860595	CCCNC(=O)C[C@H]1CC[C@H]2[C@@H](COc3ccc(NC(=O)c4ccc5OCOc5c4)cc3C(=O)N2C)O1	CID:54654153	phase I
BRD-K93754181	CCCNC(=O)C[C@@H]1CC[C@H]2[C@@H](COc3ccc(NC(=O)c4ccc5OCOc5c4)cc3C(=O)N2C)O1	CID:54654154	phase I
BRD-K60759206	CN1CCN(CC1)C(=O)C[C@@H]1CC[C@H]2[C@H](COc3ccc(NC(=O)c4cscn4)cc3C(=O)N2C)O1	CID:54654155	phase I
BRD-K20950855	CN1CCN(CC1)C(=O)C[C@@H]1CC[C@@H]2[C@@H](COc3ccc(NC(=O)c4cscn4)cc3C(=O)N2C)O1	CID:54654156	phase I
BRD-K56553629	CN1CCN(CC1)C(=O)C[C@H]1CC[C@@H]2[C@H](COc3ccc(NC(=O)c4cscn4)cc3C(=O)N2C)O1	CID:54654157	phase I
BRD-K62689646	CN1CCN(CC1)C(=O)C[C@H]1CC[C@H]2[C@H](COc3ccc(NC(=O)c4cscn4)cc3C(=O)N2C)O1	CID:54654158	phase I
BRD-K70875408	CN1CCN(CC1)C(=O)C[C@@H]1CC[C@H]2[C@@H](COc3ccc(NC(=O)c4cscn4)cc3C(=O)N2C)O1	CID:54654159	phase I
BRD-K17883815	CN1CCN(CC1)C(=O)C[C@@H]1CC[C@@H]2[C@H](COc3ccc(NC(=O)c4cscn4)cc3C(=O)N2C)O1	CID:54654160	phase I
BRD-K84336022	CN1CCN(CC1)C(=O)C[C@H]1CC[C@H]2[C@@H](COc3ccc(NC(=O)c4cscn4)cc3C(=O)N2C)O1	CID:54654161	phase I
BRD-K20342961	CN1CCN(CC1)C(=O)C[C@H]1CC[C@@H]2[C@@H](COc3ccc(NC(=O)c4cscn4)cc3C(=O)N2C)O1	CID:54654162	phase I
BRD-K18319377	CC(C)NC(=O)Nc1ccc2OC[C@H]3O[C@@H](CC(=O)Nc4ccccc4Cl)CC[C@@H]3N(C)C(=O)c2c1	CID:54654163	phase I
BRD-K16117792	CNC(=O)C[C@@H]1CC[C@@H]2[C@H](COc3ccc(NC(=O)c4cc(F)cc(F)c4)cc3C(=O)N2C)O1	CID:54654164	phase I
BRD-K88279116	CNC(=O)C[C@H]1CC[C@H]2[C@H](COc3ccc(NC(=O)c4cc(F)cc(F)c4)cc3C(=O)N2C)O1	CID:54654165	phase I
BRD-K00172657	CNC(=O)C[C@H]1CC[C@@H]2[C@H](COc3ccc(NC(=O)c4cc(F)cc(F)c4)cc3C(=O)N2C)O1	CID:54654166	phase I
BRD-K15690570	CNC(=O)C[C@@H]1CC[C@H]2[C@@H](COc3ccc(NC(=O)c4cc(F)cc(F)c4)cc3C(=O)N2C)O1	CID:54654167	phase I
BRD-K31815095	CNC(=O)C[C@@H]1CC[C@@H]2[C@@H](COc3ccc(NC(=O)c4cc(F)cc(F)c4)cc3C(=O)N2C)O1	CID:54654168	phase I
BRD-K83873778	CNC(=O)C[C@@H]1CC[C@H]2[C@H](COc3ccc(NC(=O)c4cc(F)cc(F)c4)cc3C(=O)N2C)O1	CID:54654169	phase I
BRD-K34684441	CNC(=O)C[C@H]1CC[C@@H]2[C@@H](COc3ccc(NC(=O)c4cc(F)cc(F)c4)cc3C(=O)N2C)O1	CID:54654170	phase I
BRD-K09584219	CNC(=O)C[C@H]1CC[C@H]2[C@@H](COc3ccc(NC(=O)c4cc(F)cc(F)c4)cc3C(=O)N2C)O1	CID:54654171	phase I
BRD-K36853464	COc1cccc(CNC(=O)C[C@H]2CC[C@@H]3[C@H](COc4ccc(NC(=O)c5cccs5)cc4C(=O)N3C)O2)c1	CID:54654172	phase I
BRD-K46746423	COc1cccc(CNC(=O)C[C@@H]2CC[C@@H]3[C@@H](COc4ccc(NC(=O)c5cccs5)cc4C(=O)N3C)O2)c1	CID:54654173	phase I
BRD-K67402106	COc1cccc(CNC(=O)C[C@@H]2CC[C@H]3[C@H](COc4ccc(NC(=O)c5cccs5)cc4C(=O)N3C)O2)c1	CID:54654174	phase I
BRD-K12907790	COc1cccc(CNC(=O)C[C@@H]2CC[C@H]3[C@@H](COc4ccc(NC(=O)c5cccs5)cc4C(=O)N3C)O2)c1	CID:54654175	phase I
BRD-K46373821	COc1cccc(CNC(=O)C[C@H]2CC[C@H]3[C@H](COc4ccc(NC(=O)c5cccs5)cc4C(=O)N3C)O2)c1	CID:54654176	phase I
BRD-K42702351	COc1cccc(CNC(=O)C[C@@H]2CC[C@@H]3[C@H](COc4ccc(NC(=O)c5cccs5)cc4C(=O)N3C)O2)c1	CID:54654177	phase I
BRD-K78710535	COc1cccc(CNC(=O)C[C@H]2CC[C@@H]3[C@@H](COc4ccc(NC(=O)c5cccs5)cc4C(=O)N3C)O2)c1	CID:54654178	phase I
BRD-K61004012	COc1cccc(CNC(=O)C[C@H]2CC[C@H]3[C@@H](COc4ccc(NC(=O)c5cccs5)cc4C(=O)N3C)O2)c1	CID:54654179	phase I
BRD-K03413212	COCC(=O)Nc1ccc2OC[C@H]3O[C@H](CC(=O)N4CCc5ccccc5C4)CC[C@@H]3N(C)C(=O)c2c1	CID:54654180	phase I
BRD-K30851490	COCC(=O)Nc1ccc2OC[C@@H]3O[C@@H](CC(=O)N4CCc5ccccc5C4)CC[C@@H]3N(C)C(=O)c2c1	CID:54654181	phase I
BRD-K90842913	COCC(=O)Nc1ccc2OC[C@@H]3O[C@H](CC(=O)N4CCc5ccccc5C4)CC[C@@H]3N(C)C(=O)c2c1	CID:54654182	phase I
BRD-K40518011	COCC(=O)Nc1ccc2OC[C@H]3O[C@@H](CC(=O)N4CCc5ccccc5C4)CC[C@H]3N(C)C(=O)c2c1	CID:54654183	phase I
BRD-K15185037	COCC(=O)Nc1ccc2OC[C@@H]3O[C@@H](CC(=O)N4CCc5ccccc5C4)CC[C@H]3N(C)C(=O)c2c1	CID:54654184	phase I
BRD-K87507139	COCC(=O)Nc1ccc2OC[C@@H]3O[C@H](CC(=O)N4CCc5ccccc5C4)CC[C@H]3N(C)C(=O)c2c1	CID:54654185	phase I
BRD-K23414424	COCC(=O)Nc1ccc2OC[C@H]3O[C@@H](CC(=O)N4CCc5ccccc5C4)CC[C@@H]3N(C)C(=O)c2c1	CID:54654186	phase I
BRD-K58415365	COCC(=O)Nc1ccc2OC[C@H]3O[C@H](CC(=O)N4CCc5ccccc5C4)CC[C@H]3N(C)C(=O)c2c1	CID:54654187	phase I
BRD-K40212960	CN1[C@H]2CC[C@@H](CC(=O)NCCN3CCCCC3)O[C@H]2COc2ccc(NC(=O)Nc3ccc(Cl)cc3)cc2C1=O	CID:54654188	phase I
BRD-K19873234	CN1[C@@H]2CC[C@@H](CC(=O)NCCN3CCCCC3)O[C@@H]2COc2ccc(NC(=O)Nc3ccc(Cl)cc3)cc2C1=O	CID:54654189	phase I
BRD-K96274292	CN1[C@@H]2CC[C@H](CC(=O)NCCN3CCCCC3)O[C@H]2COc2ccc(NC(=O)Nc3ccc(Cl)cc3)cc2C1=O	CID:54654190	phase I
BRD-K19204484	CN1[C@H]2CC[C@H](CC(=O)NCCN3CCCCC3)O[C@H]2COc2ccc(NC(=O)Nc3ccc(Cl)cc3)cc2C1=O	CID:54654191	phase I
BRD-K48225424	CN1[C@@H]2CC[C@@H](CC(=O)NCCN3CCCCC3)O[C@H]2COc2ccc(NC(=O)Nc3ccc(Cl)cc3)cc2C1=O	CID:54654192	phase I
BRD-K65124350	CN1[C@H]2CC[C@@H](CC(=O)NCCN3CCCCC3)O[C@@H]2COc2ccc(NC(=O)Nc3ccc(Cl)cc3)cc2C1=O	CID:54654193	phase I
BRD-K53808186	CN1[C@@H]2CC[C@H](CC(=O)NCCN3CCCCC3)O[C@@H]2COc2ccc(NC(=O)Nc3ccc(Cl)cc3)cc2C1=O	CID:54654194	phase I
BRD-K85314854	CN1[C@H]2CC[C@H](CC(=O)NCCN3CCCCC3)O[C@@H]2COc2ccc(NC(=O)Nc3ccc(Cl)cc3)cc2C1=O	CID:54654195	phase I
BRD-K22827077	CN1[C@H]2CC[C@H](CC(=O)NC3CCC3)O[C@@H]2COc2ccc(NC(=O)CC(F)(F)F)cc2C1=O	CID:54654196	phase I
BRD-K18511213	CC(C)c1ccc(NC(=O)C[C@H]2CC[C@H]3[C@@H](COc4ccc(NC(=O)Nc5ccc(F)c(F)c5)cc4C(=O)N3C)O2)cc1	CID:54654197	phase I
BRD-K04577097	CN1[C@@H]2CC[C@@H](CC(=O)NCc3ccc(cc3)-c3ccccc3)O[C@@H]2COc2ccc(NC(=O)Cc3cccs3)cc2C1=O	CID:54654198	phase I
BRD-K86336638	CN1[C@H]2CC[C@@H](CC(=O)NCc3ccc(cc3)-c3ccccc3)O[C@@H]2COc2ccc(NC(=O)Cc3cccs3)cc2C1=O	CID:54654199	phase I
BRD-K55082668	CN1[C@H]2CC[C@@H](CC(=O)NCc3ccc(cc3)-c3ccccc3)O[C@H]2COc2ccc(NC(=O)Cc3cccs3)cc2C1=O	CID:54654200	phase I
BRD-K55149044	CN1[C@@H]2CC[C@H](CC(=O)NCc3ccc(cc3)-c3ccccc3)O[C@@H]2COc2ccc(NC(=O)Cc3cccs3)cc2C1=O	CID:54654201	phase I
BRD-K58980886	CN1[C@@H]2CC[C@@H](CC(=O)NCc3ccc(cc3)-c3ccccc3)O[C@H]2COc2ccc(NC(=O)Cc3cccs3)cc2C1=O	CID:54654202	phase I
BRD-K84245233	CN1[C@@H]2CC[C@H](CC(=O)NCc3ccc(cc3)-c3ccccc3)O[C@H]2COc2ccc(NC(=O)Cc3cccs3)cc2C1=O	CID:54654203	phase I
BRD-K12974237	CN1[C@H]2CC[C@H](CC(=O)NCc3ccc(cc3)-c3ccccc3)O[C@@H]2COc2ccc(NC(=O)Cc3cccs3)cc2C1=O	CID:54654204	phase I
BRD-K36671358	COc1ccccc1CNC(=O)C[C@@H]1CC[C@@H]2[C@H](COc3ccc(NS(=O)(=O)c4ccc(C)cc4)cc3C(=O)N2C)O1	CID:54654205	phase I
BRD-K71361154	COc1ccccc1CNC(=O)C[C@@H]1CC[C@H]2[C@@H](COc3ccc(NS(=O)(=O)c4ccc(C)cc4)cc3C(=O)N2C)O1	CID:54654206	phase I
BRD-K57330428	COc1ccccc1CNC(=O)C[C@@H]1CC[C@@H]2[C@@H](COc3ccc(NS(=O)(=O)c4ccc(C)cc4)cc3C(=O)N2C)O1	CID:54654207	phase I
BRD-K67087978	COc1ccccc1CNC(=O)C[C@H]1CC[C@H]2[C@H](COc3ccc(NS(=O)(=O)c4ccc(C)cc4)cc3C(=O)N2C)O1	CID:54654208	phase I
BRD-K88392283	COc1ccccc1CNC(=O)C[C@H]1CC[C@@H]2[C@H](COc3ccc(NS(=O)(=O)c4ccc(C)cc4)cc3C(=O)N2C)O1	CID:54654209	phase I
BRD-K16980308	COc1ccccc1CNC(=O)C[C@H]1CC[C@H]2[C@@H](COc3ccc(NS(=O)(=O)c4ccc(C)cc4)cc3C(=O)N2C)O1	CID:54654210	phase I
BRD-K06039860	CN1[C@@H]2CC[C@@H](CC(=O)NCC3CCCCC3)O[C@H]2COc2ccc(NC(=O)c3cccc(F)c3)cc2C1=O	CID:54654211	phase I
BRD-K31618614	CN1[C@@H]2CC[C@@H](CC(=O)NCC3CCCCC3)O[C@@H]2COc2ccc(NC(=O)c3cccc(F)c3)cc2C1=O	CID:54654212	phase I
BRD-K35716266	CCNC(=O)C[C@@H]1CC[C@H]2[C@@H](COc3ccc(NC(C)=O)cc3C(=O)N2C)O1	CID:54654215	phase I
BRD-K77905217	CCNC(=O)C[C@H]1CC[C@@H]2[C@H](COc3ccc(NC(C)=O)cc3C(=O)N2C)O1	CID:54654216	phase I
BRD-K77804886	CCNC(=O)C[C@@H]1CC[C@H]2[C@H](COc3ccc(NC(C)=O)cc3C(=O)N2C)O1	CID:54654217	phase I
BRD-K70802145	CCNC(=O)C[C@H]1CC[C@H]2[C@H](COc3ccc(NC(C)=O)cc3C(=O)N2C)O1	CID:54654218	phase I
BRD-K80563095	CCNC(=O)C[C@@H]1CC[C@@H]2[C@H](COc3ccc(NC(C)=O)cc3C(=O)N2C)O1	CID:54654219	phase I
BRD-K09645804	CCNC(=O)C[C@H]1CC[C@H]2[C@@H](COc3ccc(NC(C)=O)cc3C(=O)N2C)O1	CID:54654220	phase I
BRD-K15707609	CN1[C@@H]2CC[C@@H](CC(=O)N3CCc4ccccc4C3)O[C@@H]2COc2ccc(NS(=O)(=O)c3cccc(F)c3)cc2C1=O	CID:54654221	phase I
BRD-K64694541	CN1[C@@H]2CC[C@@H](CC(=O)N3CCc4ccccc4C3)O[C@H]2COc2ccc(NS(=O)(=O)c3cccc(F)c3)cc2C1=O	CID:54654222	phase I
BRD-K11424789	CN1[C@@H]2CC[C@H](CC(=O)N3CCc4ccccc4C3)O[C@H]2COc2ccc(NS(=O)(=O)c3cccc(F)c3)cc2C1=O	CID:54654223	phase I
BRD-K48809858	CN1[C@@H]2CC[C@H](CC(=O)N3CCc4ccccc4C3)O[C@@H]2COc2ccc(NS(=O)(=O)c3cccc(F)c3)cc2C1=O	CID:54654224	phase I
BRD-K53283097	CN1[C@H]2CC[C@H](CC(=O)N3CCc4ccccc4C3)O[C@@H]2COc2ccc(NS(=O)(=O)c3cccc(F)c3)cc2C1=O	CID:54654225	phase I
BRD-K28987821	CN1[C@H]2CC[C@@H](CC(=O)N3CCc4ccccc4C3)O[C@H]2COc2ccc(NS(=O)(=O)c3cccc(F)c3)cc2C1=O	CID:54654226	phase I
BRD-K39014692	CN1[C@H]2CC[C@H](CC(=O)N3CCc4ccccc4C3)O[C@H]2COc2ccc(NS(=O)(=O)c3cccc(F)c3)cc2C1=O	CID:54654227	phase I
BRD-K47002284	CN1[C@H]2CC[C@@H](CC(=O)N3CCc4ccccc4C3)O[C@@H]2COc2ccc(NS(=O)(=O)c3cccc(F)c3)cc2C1=O	CID:54654228	phase I
BRD-K68200852	CN1[C@@H]2CC[C@H](CC(=O)N[C@H]3CCN(Cc4ccccc4)C3)O[C@H]2COc2ccc(NC(=O)Nc3c(C)noc3C)cc2C1=O	CID:54654229	phase I
